-5.546302318572998047e+00,1.017482471466064453e+01
-6.151920318603515625e+00,-2.176911115646362305e+00
-2.921982526779174805e+00,-6.783709526062011719e+00
-5.091341018676757812e+00,1.307120513916015625e+01
7.152725696563720703e+00,-8.085630416870117188e+00
2.938347101211547852e+00,-4.867645263671875000e+00
-7.570393681526184082e-01,8.705304145812988281e+00
2.228940248489379883e+00,-1.935048937797546387e+00
3.097213506698608398e+00,7.528593540191650391e+00
-3.635393619537353516e+00,-2.260476112365722656e+00
-3.455843448638916016e+00,7.962442398071289062e+00
-6.027925491333007812e+00,1.294951820373535156e+01
-2.585224866867065430e+00,1.017959475517272949e+00
-4.587722301483154297e+00,6.907392501831054688e+00
-1.466430425643920898e+00,5.002223014831542969e+00
-5.413347721099853516e+00,8.363729476928710938e+00
-4.856234073638916016e+00,4.334516048431396484e+00
-4.534427642822265625e+00,1.269593834877014160e+00
-2.984965324401855469e+00,-4.815533638000488281e+00
6.866625785827636719e+00,-4.594993114471435547e+00
