-2.616918832063674927e-02,7.308512926101684570e-02
-1.208697438240051270e+00,-3.331760466098785400e-01
-1.460000276565551758e+00,-5.153940320014953613e-01
1.923903226852416992e-01,1.221162453293800354e-01
-3.464202582836151123e-01,-3.081980466842651367e+00
9.107453823089599609e-01,3.085581660270690918e-01
-1.462981343269348145e+00,-3.477903902530670166e-01
1.204954624176025391e+00,-1.217720985412597656e+00
-1.096995472908020020e-01,-1.237009018659591675e-01
-4.297880828380584717e-02,8.309074491262435913e-02
