-1.499639511108398438e+00,7.729105949401855469e-01
4.518454968929290771e-01,-5.680223703384399414e-01
8.332117199897766113e-01,-9.404886513948440552e-02
-3.098465204238891602e+00,1.761611998081207275e-01
5.162575244903564453e-01,-2.252592146396636963e-01
4.679997265338897705e-01,8.653901219367980957e-01
-1.328041791915893555e+00,5.344288796186447144e-02
1.961431026458740234e+00,1.043423116207122803e-01
1.419239401817321777e+00,9.877923727035522461e-01
9.771690964698791504e-01,2.238040268421173096e-01
-1.186046123504638672e+00,-1.714500546455383301e+00
7.333639264106750488e-01,6.950676441192626953e-01
7.625691294670104980e-01,3.399988636374473572e-02
1.556022286415100098e+00,1.297284126281738281e+00
-1.487867087125778198e-01,-3.245351016521453857e-01
-2.524631738662719727e+00,3.826009631156921387e-01
8.100482225418090820e-01,-1.150380611419677734e+00
-1.981972932815551758e+00,-8.117206692695617676e-01
-4.498062729835510254e-01,1.548547625541687012e+00
-9.349594712257385254e-01,-3.413898944854736328e-01
