-5.274136662483215332e-01,4.333838820457458496e-01,-1.483413219451904297e+00,1.526417970657348633e+00,-4.093049466609954834e-01,-9.081666469573974609e-01,-7.988030314445495605e-01,1.724699288606643677e-01,1.100959181785583496e+00,8.128513097763061523e-01,-1.748664826154708862e-01,3.842653632164001465e-01,-1.612913906574249268e-01,1.114048838615417480e+00,7.860165089368820190e-02,6.250786781311035156e-01,5.485994815826416016e-01,2.142408639192581177e-01,-1.628157496452331543e-01,-4.966328740119934082e-01
1.874700546264648438e+00,6.452008485794067383e-01,4.763715341687202454e-02,-1.948263794183731079e-01,1.430591106414794922e+00,1.387940943241119385e-01,-1.070826530456542969e+00,-1.746797114610671997e-01,1.828814148902893066e-01,-9.915110468864440918e-01,1.197219133377075195e+00,9.327171444892883301e-01,-5.570341944694519043e-01,1.232604503631591797e+00,-1.644459724426269531e+00,4.936978593468666077e-02,-3.071720525622367859e-02,-3.629349470138549805e-01,-2.448533773422241211e+00,3.394501805305480957e-01
3.863838016986846924e-01,-1.321529388427734375e+00,-3.720108568668365479e-01,9.908324480056762695e-01,-2.625808417797088623e-01,3.592167496681213379e-01,3.898570537567138672e-01,-4.880154132843017578e-01,-1.187762141227722168e+00,-1.217224895954132080e-01,2.299902737140655518e-01,-1.692138552665710449e+00,2.793796658515930176e-01,4.542721211910247803e-01,2.381787300109863281e+00,-1.240711808204650879e+00,4.810393452644348145e-01,-6.182681918144226074e-01,-1.445234179496765137e+00,-3.220983743667602539e-01
-2.606834173202514648e-01,9.337056279182434082e-01,6.969509124755859375e-01,-8.753648400306701660e-01,-9.219233393669128418e-01,9.950941801071166992e-02,1.600641727447509766e+00,-6.348739862442016602e-01,1.918270587921142578e+00,-6.506295800209045410e-01,-9.320557117462158203e-02,7.527503967285156250e-01,-8.596951961517333984e-01,-8.068429231643676758e-01,-1.203103780746459961e+00,-2.195184528827667236e-01,1.371222972869873047e+00,2.890522480010986328e-01,1.729906201362609863e+00,2.622190117835998535e-01
7.475668191909790039e-02,-1.603702902793884277e+00,-3.731350004673004150e-01,1.361784696578979492e+00,1.251129508018493652e+00,-6.934988498687744141e-01,-4.141354858875274658e-01,-2.337137460708618164e+00,1.118592739105224609e+00,-1.194920182228088379e+00,-1.404190540313720703e+00,1.062878370285034180e+00,-6.160893440246582031e-01,1.543873548507690430e+00,-5.456757545471191406e-01,1.193556666374206543e+00,-6.614999175071716309e-01,7.544263601303100586e-01,-8.412614464759826660e-02,1.183837532997131348e+00
1.103771567344665527e+00,5.813916921615600586e-01,-8.107804656028747559e-01,2.349558286368846893e-02,5.451334714889526367e-01,-2.909162342548370361e-01,3.185853660106658936e-01,9.089847207069396973e-01,2.703621685504913330e-01,-7.723105549812316895e-01,2.681259997189044952e-02,-8.331925868988037109e-01,1.410919666290283203e+00,-8.670228719711303711e-01,-6.652464270591735840e-01,-1.325413584709167480e-01,-6.407727599143981934e-01,9.310632944107055664e-02,1.607769131660461426e+00,2.246370315551757812e-01
-2.882066369056701660e-01,-1.243366956710815430e+00,1.652444005012512207e+00,-1.309740900993347168e+00,1.060680985450744629e+00,1.834217272698879242e-02,1.217496752738952637e+00,-3.759132325649261475e-01,-1.469141244888305664e-01,3.599306643009185791e-01,-3.395640552043914795e-01,3.146760165691375732e-01,1.631206274032592773e-01,-9.217976927757263184e-01,-8.799299597740173340e-01,5.764771103858947754e-01,4.025238454341888428e-01,1.087401900440454483e-02,-1.307239979505538940e-01,-6.767023205757141113e-01
1.584038615226745605e+00,1.095382332801818848e+00,-2.997730374336242676e-01,5.132663249969482422e-01,4.362854957580566406e-01,6.511249542236328125e-01,7.526181936264038086e-01,2.028423361480236053e-03,3.122192919254302979e-01,7.657426595687866211e-01,6.040932536125183105e-01,1.503894090652465820e+00,-4.981685876846313477e-01,-8.763858079910278320e-01,4.877204447984695435e-02,-1.400961875915527344e+00,-5.618758797645568848e-01,6.157590746879577637e-01,-5.506570339202880859e-01,-6.548898816108703613e-01
-8.403707742691040039e-01,-2.791091799736022949e-01,1.909228801727294922e+00,6.021366119384765625e-01,1.417260289192199707e+00,-6.823855042457580566e-01,-1.167419433593750000e+00,-4.167990088462829590e-01,-1.017507910728454590e+00,7.526971697807312012e-01,-1.249390959739685059e+00,1.062455773353576660e+00,-7.077562808990478516e-01,-2.106811046600341797e+00,-3.571315705776214600e-01,-3.405910432338714600e-01,-2.257879823446273804e-01,6.345130205154418945e-01,-2.059044390916824341e-01,-9.888215661048889160e-01
-3.517656922340393066e-01,-2.837483882904052734e-01,2.018208980560302734e+00,-1.407997608184814453e+00,-4.142827391624450684e-01,2.767105340957641602e+00,5.421254038810729980e-01,5.958856940269470215e-01,1.702039837837219238e+00,-1.504198789596557617e+00,1.004096388816833496e+00,-7.957078814506530762e-01,-3.719048202037811279e-01,-6.740985065698623657e-02,9.662283062934875488e-01,-1.705397129058837891e+00,-5.736417174339294434e-01,-1.098038703203201294e-01,-7.091646194458007812e-01,9.464305043220520020e-01
-1.193601608276367188e+00,-1.418705344200134277e+00,-4.017827510833740234e-01,3.521256148815155029e-01,1.348831176757812500e+00,-1.591513156890869141e+00,5.706408619880676270e-01,-2.367204189300537109e+00,1.152508020401000977e+00,6.156866550445556641e-01,5.924239754676818848e-01,3.717800974845886230e-02,-6.181040406227111816e-01,-1.320742249488830566e+00,-2.797545194625854492e-01,1.320100069046020508e+00,6.592500209808349609e-01,-1.090966239571571350e-01,-5.400418043136596680e-01,-1.624876856803894043e+00
-7.690379768610000610e-02,-3.564408719539642334e-01,1.066537722945213318e-01,1.878022402524948120e-01,7.218554615974426270e-01,-5.881914496421813965e-01,1.600368879735469818e-02,1.245018467307090759e-02,-8.936043381690979004e-01,-2.035779237747192383e+00,-8.838403820991516113e-01,1.293207764625549316e+00,-7.458024621009826660e-01,1.679606586694717407e-01,-1.993069648742675781e-01,2.452264577150344849e-01,1.406866431236267090e+00,1.533014535903930664e+00,-1.212636470794677734e+00,-9.939846992492675781e-01
3.794662356376647949e-01,8.042205572128295898e-01,3.231859505176544189e-01,-1.896861433982849121e+00,2.927003800868988037e-01,1.084595918655395508e+00,-7.344051003456115723e-01,-5.149042606353759766e-01,-3.066738834604620934e-03,-1.059093594551086426e+00,-2.209810018539428711e-01,1.149503707885742188e+00,4.957458078861236572e-01,1.421604007482528687e-01,1.299042850732803345e-01,9.032354950904846191e-01,-7.003300189971923828e-01,9.385603666305541992e-02,-1.576472759246826172e+00,3.689784407615661621e-01
9.258881211280822754e-01,-3.131021559238433838e-01,3.002922534942626953e-01,-1.487356066703796387e+00,-1.225336074829101562e+00,-2.185225486755371094e+00,1.542233824729919434e-01,-2.107593536376953125e+00,-3.519985377788543701e-01,1.222078949213027954e-01,-5.039901733398437500e-01,-1.489163160324096680e+00,-5.895884633064270020e-01,5.689144730567932129e-01,-4.357568621635437012e-01,1.472537070512771606e-01,4.222153723239898682e-01,9.709025025367736816e-01,-6.957073807716369629e-01,-8.448949456214904785e-01
-1.574662804603576660e+00,1.789549112319946289e+00,2.461160272359848022e-01,2.069286823272705078e+00,-2.224066257476806641e-01,-1.858324408531188965e-01,-4.385857284069061279e-01,1.306880235671997070e+00,1.508734464645385742e+00,5.588538646697998047e-01,-6.170045733451843262e-01,-8.637822866439819336e-01,1.256063103675842285e+00,-6.086836457252502441e-01,-4.038249850273132324e-01,1.264010906219482422e+00,-8.596293330192565918e-01,-8.203974366188049316e-01,2.593720853328704834e-01,6.991345882415771484e-01
5.735383033752441406e-01,1.184983730316162109e+00,1.214667081832885742e+00,8.037738204002380371e-01,8.918554186820983887e-01,2.720116138458251953e+00,1.621081829071044922e+00,-9.835612177848815918e-01,3.740625083446502686e-01,-5.404661297798156738e-01,-4.269070923328399658e-01,-1.369380831718444824e+00,-9.924614429473876953e-01,-1.299617648124694824e+00,-5.663092732429504395e-01,3.874245882034301758e-01,1.951948851346969604e-01,4.734685719013214111e-01,-1.780858039855957031e+00,-5.828767418861389160e-01
-4.967099726200103760e-01,-1.294158816337585449e+00,9.643738269805908203e-01,-8.867897987365722656e-01,7.193331122398376465e-01,5.645725131034851074e-01,1.508623808622360229e-01,-1.381460189819335938e+00,7.095255851745605469e-01,1.770298719406127930e+00,-7.189055681228637695e-01,-1.927961230278015137e+00,-1.320681095123291016e+00,6.986653208732604980e-01,-1.119369745254516602e+00,-4.959325492382049561e-01,-2.420008033514022827e-01,1.016311883926391602e+00,-1.859456539154052734e+00,-1.049273252487182617e+00
1.622525900602340698e-01,1.541701912879943848e+00,5.162129402160644531e-01,-1.903474479913711548e-01,1.016084313392639160e+00,-4.363025426864624023e-01,-1.129564523696899414e+00,-9.466043710708618164e-01,1.697431206703186035e+00,-1.203237175941467285e+00,-4.693138003349304199e-01,-1.481409430503845215e+00,-1.021217107772827148e+00,-8.348972201347351074e-01,5.016347765922546387e-01,3.813187181949615479e-01,-5.356942415237426758e-01,8.597486615180969238e-01,6.112898588180541992e-01,4.112940132617950439e-01
1.262189984321594238e+00,-1.082398056983947754e+00,2.460840493440628052e-01,4.685040414333343506e-01,8.009761571884155273e-01,1.642489314079284668e+00,2.019341468811035156e+00,2.492470890283584595e-01,-1.192880943417549133e-01,1.137312293052673340e+00,-1.572885990142822266e+00,-1.610295534133911133e+00,2.554294764995574951e-01,2.060005664825439453e-01,4.560086727142333984e-01,-1.022735357284545898e+00,-3.679612576961517334e-01,-6.475087404251098633e-01,-7.323490977287292480e-01,-4.759475123137235641e-03
-1.183531403541564941e+00,-7.742253541946411133e-01,1.166802048683166504e+00,7.939912080764770508e-01,-2.622395157814025879e-01,9.057927876710891724e-02,-9.163519740104675293e-01,-2.054973125457763672e+00,-5.255014896392822266e-01,8.943096995353698730e-01,-1.145022585988044739e-01,4.164306223392486572e-01,-1.487505435943603516e+00,2.528233230113983154e-01,-7.685341835021972656e-01,2.171925008296966553e-01,-2.132803916931152344e+00,1.572303622961044312e-01,2.296462059020996094e-01,1.293738186359405518e-01
