-5.277199149131774902e-01,2.393899202346801758e+00,2.610893487930297852e+00,1.412918865680694580e-01,-1.058975696563720703e+00,-2.140601128339767456e-01,-1.428509950637817383e-01,-6.230787038803100586e-01,-1.354701161384582520e+00,-2.563858628273010254e-01
-9.060232341289520264e-02,-1.421711444854736328e+00,-8.216171264648437500e-01,1.043749332427978516e+00,-1.591197371482849121e+00,6.503335237503051758e-01,1.570059776306152344e+00,8.413652181625366211e-01,7.618719339370727539e-01,-8.722653239965438843e-02
-3.603138774633407593e-02,-7.487031817436218262e-01,1.215360835194587708e-01,5.145179033279418945e-01,7.059067487716674805e-01,-1.109832048416137695e+00,1.234387636184692383e+00,1.733976840972900391e+00,6.059587597846984863e-01,-5.743741989135742188e-01
-5.446330308914184570e-01,2.674835681915283203e+00,-2.385141104459762573e-01,9.869936108589172363e-01,-2.165726184844970703e+00,-3.185868859291076660e-01,-6.520432829856872559e-01,-1.257563114166259766e+00,2.137359619140625000e+00,2.126862049102783203e+00
-6.836148500442504883e-01,-8.674444258213043213e-02,-2.909249663352966309e-01,2.236645221710205078e-01,6.922479271888732910e-01,-8.129988312721252441e-01,2.294321209192276001e-01,-2.751245498657226562e-01,1.118064165115356445e+00,-9.047943949699401855e-01
-3.980380892753601074e-01,2.028304710984230042e-02,1.140836834907531738e+00,-9.419500231742858887e-01,3.505735158920288086e+00,-1.479507803916931152e+00,-5.788604021072387695e-01,4.691922962665557861e-01,5.763602256774902344e-01,5.367685109376907349e-03
-8.702026009559631348e-01,8.144817501306533813e-02,-2.446788251399993896e-01,-2.500000000000000000e-01,-1.316061615943908691e+00,-3.970058858394622803e-01,9.808506369590759277e-01,-7.992441058158874512e-01,8.662525415420532227e-01,1.240672245621681213e-01
3.532977104187011719e-01,-1.191353559494018555e+00,4.537230432033538818e-01,9.068665504455566406e-01,-5.518169403076171875e-01,-8.273736834526062012e-01,-5.687139034271240234e-01,-7.341841459274291992e-01,9.615128040313720703e-01,1.005789279937744141e+00
7.484999299049377441e-01,-1.306593418121337891e+00,6.336581110954284668e-01,1.658882349729537964e-01,6.292970776557922363e-01,-1.186043262481689453e+00,2.621203958988189697e-01,7.917526364326477051e-02,5.846853852272033691e-01,5.267524719238281250e-01
3.422357141971588135e-01,-1.821462869644165039e+00,-1.368127703666687012e+00,1.088555455207824707e+00,-1.133682370185852051e+00,-1.880808472633361816e+00,1.940098404884338379e-01,-7.676843553781509399e-02,-3.510789945721626282e-02,7.587880492210388184e-01
1.522442936897277832e+00,-4.295621812343597412e-01,1.025020837783813477e+00,-1.771115213632583618e-01,1.804328337311744690e-02,-5.970596075057983398e-01,5.975199341773986816e-01,-2.509796917438507080e-01,1.957306638360023499e-02,5.935877561569213867e-01
1.308519840240478516e+00,1.024571537971496582e+00,-1.030801534652709961e+00,4.655665457248687744e-01,4.280337393283843994e-01,-5.690717697143554688e-01,-1.266797780990600586e+00,-4.486469179391860962e-02,2.511834502220153809e-01,1.372346520423889160e+00
2.467359006404876709e-01,1.729900002479553223e+00,1.211295127868652344e+00,7.939031720161437988e-01,-1.326696395874023438e+00,-4.670325815677642822e-01,8.305898904800415039e-01,-8.795894384384155273e-01,-3.855876922607421875e-01,-1.366972208023071289e+00
