3.239639997482299805e-01,2.120425939559936523e+00
-1.095145195722579956e-01,-5.127533152699470520e-02
5.371378362178802490e-02,9.587718546390533447e-02
-1.265192683786153793e-02,-1.600150484591722488e-03
2.447518147528171539e-02,-1.340425945818424225e-02
5.862451717257499695e-02,5.968403443694114685e-02
3.669599443674087524e-02,1.757471822202205658e-02
-3.888121619820594788e-02,-3.878967836499214172e-03
2.242205381393432617e+00,6.961240768432617188e-01
1.282666563987731934e+00,6.964368224143981934e-01
