6.236654520034790039e-01,1.120742321014404297e+00,-1.121613264083862305e+00,-3.581554591655731201e-01,-4.301779270172119141e-01,1.781297326087951660e+00,-2.011586666107177734e+00,3.038070797920227051e-01,-1.657067239284515381e-01,-1.325855016708374023e+00
2.463532686233520508e-01,6.968945264816284180e-01,1.153015792369842529e-01,-9.673607945442199707e-01,2.814635753631591797e+00,1.514461994171142578e+00,-3.832120895385742188e-01,3.359886705875396729e-01,-1.124450683593750000e+00,5.607927441596984863e-01
-6.616680026054382324e-01,-9.555377066135406494e-02,-2.032594680786132812e+00,-1.175343871116638184e+00,8.658615946769714355e-01,5.256220698356628418e-01,1.207808330655097961e-01,2.038394510746002197e-01,1.162211537361145020e+00,-9.200675487518310547e-01
-6.717175841331481934e-01,-1.184563040733337402e-01,6.017950773239135742e-01,-1.420073509216308594e+00,3.932300806045532227e-01,7.059623003005981445e-01,-2.895161390304565430e+00,-2.400378584861755371e-01,2.525256872177124023e-01,8.740131855010986328e-01
1.456609964370727539e-01,7.542642951011657715e-02,2.706975042819976807e-01,-1.448835253715515137e+00,-9.315866045653820038e-03,1.123408794403076172e+00,1.097315788269042969e+00,-2.141919285058975220e-01,-1.229322791099548340e+00,-8.903468847274780273e-01
-7.769587635993957520e-01,-5.575296282768249512e-01,4.460484161972999573e-02,4.187266826629638672e-01,3.634109199047088623e-01,-1.809283494949340820e+00,1.962010383605957031e+00,-3.062113821506500244e-01,-5.000000000000000000e-01,-3.372132778167724609e-01
-3.628092110157012939e-01,-4.616055190563201904e-01,-1.822927594184875488e-02,9.769307971000671387e-01,3.421514630317687988e-01,-1.187818169593811035e+00,-3.015337288379669189e-01,-3.162870407104492188e-01,3.517655432224273682e-01,-1.404740929603576660e+00
-5.055945515632629395e-01,-2.389763593673706055e-01,-2.543518066406250000e+00,-7.810478806495666504e-01,1.063874483108520508e+00,4.964250326156616211e-01,-1.892178177833557129e+00,-5.544611811637878418e-01,1.070111393928527832e+00,2.635563313961029053e-01
-1.924992561340332031e+00,1.092105880379676819e-01,2.029402494430541992e+00,1.718375921249389648e+00,-1.823748350143432617e-01,7.871112823486328125e-01,1.625066995620727539e+00,-8.616861104965209961e-01,-6.406555771827697754e-01,7.455677390098571777e-01
-3.517299890518188477e-01,5.120661854743957520e-01,2.961399793624877930e+00,-2.377727031707763672e+00,1.437549948692321777e+00,-1.260895252227783203e+00,7.492543756961822510e-02,4.894688725471496582e-02,-7.708038687705993652e-01,5.940046161413192749e-02
-1.079298138618469238e+00,-1.053281784057617188e+00,4.399613440036773682e-01,-4.460396468639373779e-01,5.471466779708862305e-01,-1.419259142130613327e-02,-2.042539864778518677e-01,-1.822330355644226074e+00,1.356285452842712402e+00,4.763933420181274414e-01
1.085887756198644638e-02,5.928357318043708801e-02,-1.679336071014404297e+00,-1.599199414253234863e+00,-3.265867829322814941e-01,-9.969997406005859375e-01,-2.401729971170425415e-01,8.305761218070983887e-01,9.039488434791564941e-01,1.889716506004333496e+00
-6.192802786827087402e-01,1.231051906943321228e-01,1.269756078720092773e+00,-3.478811979293823242e-01,-9.210950881242752075e-02,8.819920420646667480e-01,1.308604955673217773e+00,6.151057481765747070e-01,-1.459878087043762207e+00,-3.742890655994415283e-01
2.997532486915588379e-01,-4.560880362987518311e-01,1.081559181213378906e+00,-5.437430739402770996e-01,7.630375623703002930e-01,6.319715827703475952e-02,7.328750491142272949e-01,-9.920552372932434082e-01,-1.090948820114135742e+00,2.101150035858154297e+00
1.775083094835281372e-01,-4.983033239841461182e-02,9.881717562675476074e-01,6.201538443565368652e-01,1.999228149652481079e-01,4.671461414545774460e-03,-1.129191890358924866e-01,2.375913381576538086e+00,-1.581649780273437500e-01,-1.402511954307556152e+00
6.773982644081115723e-01,1.173229813575744629e-01,-2.132661193609237671e-01,-8.875499367713928223e-01,-4.260964095592498779e-01,1.167175292968750000e+00,-7.217196226119995117e-01,6.854532957077026367e-01,1.291869044303894043e+00,-1.125712990760803223e+00
-5.291994810104370117e-01,9.695132374763488770e-01,-2.024104833602905273e+00,5.515404939651489258e-01,-1.907212376594543457e+00,-6.183263063430786133e-01,1.021146178245544434e+00,6.947276592254638672e-01,-5.000000000000000000e-01,4.035531580448150635e-01
-1.269590377807617188e+00,-1.151875481009483337e-01,4.393790364265441895e-01,8.457117527723312378e-02,-1.487417340278625488e+00,3.040003180503845215e-01,2.908526957035064697e-01,2.097026824951171875e+00,5.533121526241302490e-02,5.000000000000000000e-01
